Nuccore	Superkingdom	Phylum	Class	Order	Family	Subfamily	Genus	Species	Assembly	Genus_source
MZ616364.1	Viruses	Uroviricota	Caudoviricetes		Demerecviridae	Markadamsvirinae		Erwinia phage KEY	GCA_029457715	Erwinia
ON287373.1	Viruses	Uroviricota	Caudoviricetes		Demerecviridae			Serratia phage vB_SmaM-Kamaji	GCA_023590935	Serratia
KT345706.1	Viruses	Uroviricota	Caudoviricetes		Demerecviridae	Ermolyevavirinae		Vibrio phage vB_VorS-PVo5	GCA_002607165	Vibrio
LC487410.1	Viruses	Uroviricota	Caudoviricetes		Demerecviridae	Ermolyevavirinae		Vibrio phage KIT04	GCA_009856715	Vibrio
MK770119.1	Viruses	Uroviricota	Caudoviricetes		Demerecviridae	Markadamsvirinae		Pantoea phage vB_PagS_AAS21	GCA_006083455	Pantoea
MN095770.1	Viruses	Uroviricota	Caudoviricetes		Demerecviridae			Serratia phage Slocum	GCA_009388195	Serratia
MZ501099.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Changchunvirus	Escherichia phage PaulSarasin	GCA_020892235	Escherichia
MK778457.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Changchunvirus	Changchunvirus W011D	GCA_006083115	Escherichia
MF158039.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Eastlansingvirus	Eastlansingvirus Sf12	GCA_002628905	Shigella
MG732930.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae		Eclunavirus	Eclunavirus EcL1	GCA_003013875	Enterobacter
KY398841.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Guelphvirus	Guelphvirus EC3a	GCA_002618785	Escherichia
JN986845.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Guelphvirus	Guelphvirus ACGM12	GCA_000900515	Escherichia
MN164484.2	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Guelphvirus	Escherichia virus ECH1	GCA_009296065	Escherichia
KC710998.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Hanrivervirus pSf1	GCA_000908595	Shigella
MZ501090.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Escherichia phage KarlJaspers	GCA_020892205	Escherichia
MZ501079.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Escherichia phage JakobBernoulli	GCA_020892215	Escherichia
OK272487.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Escherichia phage JLBYU09	GCA_021216535	Escherichia
OK272479.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Escherichia phage JLBYU41	GCA_021356145	Escherichia
OL539459.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Escherichia phage vB_EcoD_Fulano1	GCA_021354735	Escherichia
MN432485.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Shigella phage SFP17	GCA_020496955	Shigella
MK373798.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Hanrivervirus G292	GCA_005892865	Escherichia
MN850591.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Hanrivervirus aalborv	GCA_010120085	Escherichia
MN850572.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Hanrivervirus aaroes	GCA_010120095	Escherichia
MN850602.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Hanrivervirus damhaus	GCA_010120215	Escherichia
MN850607.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Hanrivervirus egaa	GCA_010120255	Escherichia
MN850567.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Hanrivervirus grams	GCA_010120335	Escherichia
MN850600.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Hanrivervirus haarsle	GCA_010120345	Escherichia
MN850640.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Hanrivervirus herni	GCA_010120365	Escherichia
MN850569.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Hanrivervirus vojen	GCA_010121105	Escherichia
MT074433.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Hanrivervirus slyngel	GCA_011757155	Salmonella
MT360681.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Hanrivervirus	Hanrivervirus hv2019SD1	GCA_013133635	Shigella
MZ501077.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Henuseptimavirus	Escherichia phage IsaakIselin	GCA_020892245	Escherichia
MZ501085.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Henuseptimavirus	Escherichia phage JohannLBurckhardt	GCA_020892255	Escherichia
LR881110.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Henuseptimavirus	Klebsiella phage vB_KaS-Gatomon	GCA_904067245	Klebsiella
LR881108.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Henuseptimavirus	Klebsiella phage vB_KaS-Ahsoka	GCA_904067235	Klebsiella
LR881107.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Henuseptimavirus	Klebsiella phage vB_KppS-Samwise	GCA_904067285	Klebsiella
MN545971.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae		Hicfunavirus	Hicfunavirus HCF1	GCA_009662935	Citrobacter
MT360682.2	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae		Jhansiroadvirus	Vibrio virus 2019VC1	GCA_013415945	Vibrio
OP120783.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae		Kyungwonvirus	Cronobacter phage SG01	GCA_024750495	Cronobacter
MH845412.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae		Kyungwonvirus	Kyungwonvirus CS01	GCA_003668515	Cronobacter
KY619305.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae		Nouzillyvirus	Nouzillyvirus ESCO41	GCA_002619785	Escherichia
MT176427.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae		Nouzillyvirus	Escherichia phage CJ19	GCA_012360805	Escherichia
OQ243221.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Rogunavirus	Escherichia phage vB_EcoS-UDF157lw	GCA_028551615	Escherichia
DQ121662.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Rogunavirus	Rogunavirus Jk06	GCA_000865785	Escherichia
KF771236.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Rogunavirus	Rogunavirus AHS24	GCA_002604205	Escherichia
KF771237.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Rogunavirus	Rogunavirus AHP42	GCA_000921675	Escherichia
KF771238.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Rogunavirus	Rogunavirus AHS24	GCA_000921635	Escherichia
KF771239.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Rogunavirus	Rogunavirus AKS96	GCA_000924195	Escherichia
KJ668713.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Rogunavirus	Rogunavirus E41c	GCA_000918355	Escherichia
KT825490.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Rogunavirus	Rogunavirus C119	GCA_002745315	Escherichia
JQ182736.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Rogunavirus	Rogunavirus rogue1	GCA_000901075	Enterobacteria
KC579452.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Rogunavirus	Rogunavirus KP26	GCA_002743515	Escherichia
KC333879.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Rogunavirus	Rogunavirus JLA23	GCA_002603025	Enterobacteria
MW286156.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirinae	Rogunavirus	Escherichia phage vB_EcoS-BECP10	GCA_016653845	Escherichia
AM156909.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Rtpvirus	Rtpvirus Rtp	GCA_000865245	Escherichia
MK095606.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae		Sauletekiovirus	Sauletekiovirus AAS23	GCA_004006745	Pantoea
MZ501053.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Sertoctavirus	Escherichia phage BrunoManser	GCA_020892265	Escherichia
MZ501059.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Escherichia phage DanielBernoulli	GCA_020892225	Escherichia
OK499973.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Citrobacter phage vB_CfrD_ElisaCorrea	GCA_021355665	Citrobacter
OK499984.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Escherichia phage vB_EcoD_Mishu	GCA_021355705	Escherichia
OL539462.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Tlsvirus sazh	GCA_021356005	Citrobacter
OL539443.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Citrobacter phage vB_CfrD_Brooksby	GCA_021355875	Citrobacter
OL539465.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Citrobacter phage vB_CfrD_Reinasaurus	GCA_021356035	Citrobacter
OL539466.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Citrobacter phage vB_CfrD_SorkZaugg	GCA_021356045	Citrobacter
OL539461.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Citrobacter phage_vB_CfrD_Devorator	GCA_021355995	Citrobacter
OL539444.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Tlsvirus sazh	GCA_021355885	Escherichia
AY308796.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Tlsvirus TLS	GCA_000871665	Escherichia
OQ359885.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Salmonella phage vB_SenS_UTK0006	GCA_028897545	Salmonella
OQ359886.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Salmonella phage vB_SenS_UTK0007	GCA_028897555	Salmonella
KM236241.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Tlsvirus stevie	GCA_001041115	Citrobacter
KY657202.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Tlsvirus YSP2	GCA_002620325	Salmonella
MG241338.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Tlsvirus YSP2	GCA_002957345	Salmonella
MH491968.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Tlsvirus LL5	GCA_003307595	Escherichia
MH729819.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Tlsvirus sazh	GCA_003575745	Citrobacter
MW021750.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Citrobacter phage vB_CfrD_Supreme284	GCA_016455615	Citrobacter
MW021748.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Tlsvirus sazh	GCA_016455775	Citrobacter
MW598258.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Tlsvirus	Escherichia phage U136B	GCA_017121815	Escherichia
MZ501092.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Escherichia phage LeonhardEuler	GCA_020892275	Escherichia
OL800706.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Escherichia phage CLB_P3	GCA_022338155	Escherichia
OL960582.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Escherichia phage vB_EcoS_SA12KD	GCA_021536665	Escherichia
OL960579.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Escherichia phage vB_EcoS_SA30RD	GCA_021536675	Escherichia
OL960578.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Escherichia phage vB_EcoS_SA32RD	GCA_021536685	Escherichia
AY216660.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus T1	GCA_000845005	Escherichia
OP094641.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Escherichia phage Lg3	GCA_024750375	Escherichia
OQ223306.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Shigella phage S2_02	GCA_028974485	Shigella
MN337573.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus Sfin1	GCA_009662595	Shigella
MN342247.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus Sfin1	GCA_009662615	Shigella
MN393473.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus Sfin1	GCA_014333395	Shigella
KP085586.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus PSf2	GCA_000929055	Shigella
KU194205.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus JMPW2	GCA_002608255	Escherichia
KU194206.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus JMPW1	GCA_002608295	Escherichia
KX828710.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus SH6	GCA_002614925	Shigella
KY985004.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus SH2	GCA_002623665	Escherichia
HM035024.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus Shfl1	GCA_000891015	Shigella
MF093736.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus ISF002	GCA_002625025	Shigella
MF468274.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus Sfin1	GCA_003323775	Shigella
MG049919.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus ISF001	GCA_002745295	Shigella
MH917278.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus Sfin1	GCA_003719035	Shigella
MK335533.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus tv008	GCA_004146825	Shigella
MK972831.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus Sfin1	GCA_009431875	Shigella
MN296515.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus Sfin3	GCA_009662975	Shigella
MT427400.3	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus JMPW1	GCA_015709745	Escherichia
MT682715.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Escherichia phage vB_EcoS_Chapo	GCA_013426625	Escherichia
JX912252.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirinae	Tunavirus	Tunavirus ADB2	GCA_000901095	Escherichia
MK907260.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009672185	Escherichia
MK907261.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009672205	Escherichia
MK907275.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671705	Escherichia
MK907276.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671725	Escherichia
MK907262.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009672225	Escherichia
MK907264.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009672245	Escherichia
MK907272.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671645	Escherichia
MK907273.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671665	Escherichia
MK907274.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671685	Escherichia
MK907240.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671485	Escherichia
MK907241.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671505	Escherichia
MK907243.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671545	Escherichia
MK907244.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671565	Escherichia
MK907245.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671585	Escherichia
MK907246.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671605	Escherichia
MK907247.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671625	Escherichia
MK907226.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671745	Escherichia
MK907227.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671765	Escherichia
MK907228.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671785	Escherichia
MK907231.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671845	Escherichia
MK907230.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671825	Escherichia
MK907233.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671885	Escherichia
MK907229.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671805	Escherichia
MK907235.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671925	Escherichia
MK907248.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671945	Escherichia
MK907249.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009671965	Escherichia
MK907251.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009672005	Escherichia
MK907252.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009672025	Escherichia
MK907253.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009672045	Escherichia
MK907254.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009672065	Escherichia
MK907255.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009672085	Escherichia
MK907257.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009672125	Escherichia
MK907259.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Braunvirinae	Veterinaerplatzvirus	Veterinaerplatzvirus vv12210I	GCA_009672165	Escherichia
OL539457.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae		Vilniusvirus	Klebsiella phage vB_KaeD_HazelMika	GCA_021355985	Klebsiella
KX130668.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae		Vilniusvirus	Vilniusvirus NBD2	GCA_001744595	Escherichia
MZ234033.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Escherichia phage vB_EcoS-G3B1	GCA_020869085	Escherichia
MZ501069.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Warwickvirus tonnikala	GCA_020892185	Escherichia
MZ501101.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Escherichia phage PeterMerian	GCA_020892195	Escherichia
OK272478.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Escherichia phage JLBYU01	GCA_021354835	Escherichia
OK272485.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Escherichia phage JLBYU07	GCA_021216525	Escherichia
OK272486.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Escherichia phage JLBYU10	GCA_021216545	Escherichia
OK272471.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Escherichia phage JLBYU16	GCA_021356075	Escherichia
OK272489.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Escherichia phage JLBYU19	GCA_021356205	Escherichia
OK272483.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Escherichia phage JLBYU26	GCA_021355065	Escherichia
OK272481.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Escherichia phage JLBYU38	GCA_021356165	Escherichia
OL539446.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Escherichia phage vB_EcoD_Phunderstruck	GCA_021354805	Escherichia
OL539445.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Escherichia phage vB_EcoD_Poky	GCA_021355035	Escherichia
OU734268.1	Viruses	Uroviricota	Caudoviricetes		Drexlerviridae	Tempevirinae	Warwickvirus	Escherichia phage vB_Eco_Sip	GCA_916510435	Escherichia
